,state,Latitude,Longitude,question_id,poll_id,cycle,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,start_date,end_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,created_at,notes,url,stage,party,answer,candidate_id,candidate_name,pct,Date
649,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Klobuchar,13310.0,Amy Klobuchar,1.0,2019-06-01
650,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Booker,13287.0,Cory A. Booker,1.9,2019-06-01
651,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,O'Rourke,13276.0,Beto O'Rourke,1.5,2019-06-01
652,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Buttigieg,13345.0,Pete Buttigieg,7.8,2019-06-01
653,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Warren,13258.0,Elizabeth Warren,23.4,2019-06-01
654,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Harris,13288.0,Kamala D. Harris,14.0,2019-06-01
655,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Sanders,13257.0,Bernard Sanders,18.7,2019-06-01
656,California,36.116203000000006,-119.681564,99462.0,58681.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,703.0,lv,lv-d,Online,U.S. President,6/1/19,6/30/19,,False,,False,False,7/17/19 15:00,,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY,primary,DEM,Biden,13256.0,Joseph R. Biden Jr.,23.1,2019-06-01
657,California,36.116203000000006,-119.681564,97880.0,58445.0,2020.0,1363.0,"University of California, Berkeley",300,LA Times,"University of California, Berkeley",457.0,"University of California, Berkeley",B/C,2131.0,lv,lv-d,Online,U.S. President,6/4/19,6/10/19,,False,,False,False,6/13/19 08:30,,https://escholarship.org/uc/item/1g43j6tj,primary,DEM,O'Rourke,13276.0,Beto O'Rourke,3.2,2019-06-04
658,California,36.116203000000006,-119.681564,97880.0,58445.0,2020.0,1363.0,"University of California, Berkeley",300,LA Times,"University of California, Berkeley",457.0,"University of California, Berkeley",B/C,2131.0,lv,lv-d,Online,U.S. President,6/4/19,6/10/19,,False,,False,False,6/13/19 08:30,,https://escholarship.org/uc/item/1g43j6tj,primary,DEM,Booker,13287.0,Cory A. Booker,1.1,2019-06-04
659,California,36.116203000000006,-119.681564,116792.0,63508.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,843.0,lv,lv-d,Online,U.S. President,2/6/20,2/9/20,,False,,False,False,2/10/20 15:52,,https://www.dropbox.com/s/vwj05okmdrg2b8t/Feb%202020%20Presidential%20Primary%20Tracking%20Poll%20Toplines%20and%20Crosstabs.xlsx,primary,DEM,Sanders,13257.0,Bernard Sanders,29.0,2020-02-06
660,California,36.116203000000006,-119.681564,115574.0,63243.0,2020.0,1491.0,Capitol Weekly,,,Capitol Weekly,510.0,Capitol Weekly,,1053.0,lv,lv-d,Online,U.S. President,1/3/20,1/9/20,,False,,False,False,1/9/20 15:50,,https://www.dropbox.com/s/5w1aofozhv4iwl5/Jan%202020%20Presidential%20Primary%20Tracking%20Poll%20Toplines%20and%20Crosstabs.xlsx,primary,DEM,Sanders,13257.0,Bernard Sanders,24.0,2020-01-03
661,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Bennet,13352.0,Michael F. Bennet,0.0,2019-12-06
662,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Warren,13258.0,Elizabeth Warren,28.0,2019-10-15
663,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Steyer,13327.0,Tom Steyer,2.0,2019-12-06
664,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Castro,13316.0,Julián Castro,3.0,2019-12-06
665,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Booker,13287.0,Cory A. Booker,3.0,2019-12-06
666,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Gabbard,13343.0,Tulsi Gabbard,3.0,2019-12-06
667,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Bloomberg,13289.0,Michael Bloomberg,3.0,2019-12-06
668,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Yang,13329.0,Andrew Yang,4.0,2019-12-06
669,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Klobuchar,13310.0,Amy Klobuchar,1.0,2019-12-06
670,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Buttigieg,13345.0,Pete Buttigieg,12.0,2019-12-06
671,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Warren,13258.0,Elizabeth Warren,23.0,2019-12-06
672,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Sanders,13257.0,Bernard Sanders,26.0,2019-12-06
673,California,36.116203000000006,-119.681564,111112.0,62228.0,2020.0,460.0,SurveyUSA,"443,583,804",KGTV-TV (California) | KABC-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,553.0,lv,lv-d,Online,U.S. President,10/15/19,10/16/19,,False,,False,False,10/22/19 00:08,,http://www.surveyusa.com/client/PollReport.aspx?g=3662de7c-9fe8-4524-b39b-789835905d98,primary,DEM,Biden,13256.0,Joseph R. Biden Jr.,33.0,2019-10-15
674,California,36.116203000000006,-119.681564,111112.0,62228.0,2020.0,460.0,SurveyUSA,"443,583,804",KGTV-TV (California) | KABC-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,553.0,lv,lv-d,Online,U.S. President,10/15/19,10/16/19,,False,,False,False,10/22/19 00:08,,http://www.surveyusa.com/client/PollReport.aspx?g=3662de7c-9fe8-4524-b39b-789835905d98,primary,DEM,Warren,13258.0,Elizabeth Warren,18.0,2019-10-15
675,California,36.116203000000006,-119.681564,111112.0,62228.0,2020.0,460.0,SurveyUSA,"443,583,804",KGTV-TV (California) | KABC-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,553.0,lv,lv-d,Online,U.S. President,10/15/19,10/16/19,,False,,False,False,10/22/19 00:08,,http://www.surveyusa.com/client/PollReport.aspx?g=3662de7c-9fe8-4524-b39b-789835905d98,primary,DEM,Sanders,13257.0,Bernard Sanders,17.0,2019-10-15
676,California,36.116203000000006,-119.681564,111112.0,62228.0,2020.0,460.0,SurveyUSA,"443,583,804",KGTV-TV (California) | KABC-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,553.0,lv,lv-d,Online,U.S. President,10/15/19,10/16/19,,False,,False,False,10/22/19 00:08,,http://www.surveyusa.com/client/PollReport.aspx?g=3662de7c-9fe8-4524-b39b-789835905d98,primary,DEM,Harris,13288.0,Kamala D. Harris,8.0,2019-10-15
677,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Biden,13256.0,Joseph R. Biden Jr.,19.0,2019-12-06
678,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Sestak,13381.0,Joe Sestak,0.0,2019-10-15
679,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Delaney,13314.0,John K. Delaney,0.0,2019-10-15
680,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Bullock,13320.0,Steve Bullock,0.0,2019-10-15
681,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Sanders,13257.0,Bernard Sanders,24.0,2019-10-15
682,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Biden,13256.0,Joseph R. Biden Jr.,19.0,2019-10-15
683,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Buttigieg,13345.0,Pete Buttigieg,9.0,2019-10-15
684,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Harris,13288.0,Kamala D. Harris,8.0,2019-10-15
685,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Yang,13329.0,Andrew Yang,3.0,2019-10-15
686,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Gabbard,13343.0,Tulsi Gabbard,2.0,2019-10-15
687,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Klobuchar,13310.0,Amy Klobuchar,2.0,2019-10-15
688,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,O'Rourke,13276.0,Beto O'Rourke,1.0,2019-10-15
689,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Williamson,13350.0,Marianne Williamson,1.0,2019-10-15
690,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Booker,13287.0,Cory A. Booker,1.0,2019-10-15
691,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Steyer,13327.0,Tom Steyer,1.0,2019-10-15
692,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Castro,13316.0,Julián Castro,0.0,2019-10-15
693,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Ryan,13358.0,Tim Ryan,0.0,2019-10-15
694,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Bennet,13352.0,Michael F. Bennet,0.0,2019-10-15
695,California,36.116203000000006,-119.681564,111770.0,62442.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,1631.0,lv,lv-d,Online,U.S. President,10/15/19,10/18/19,,False,,False,False,10/24/19 06:24,,https://www.changeresearch.com/california-poll-october-15-18,primary,DEM,Messam,13357.0,Wayne Messam,0.0,2019-10-15
696,California,36.116203000000006,-119.681564,114913.0,63130.0,2020.0,1365.0,Change Research,1186,KQED,Change Research,48.0,Change Research,C,862.0,lv,lv-d,Online,U.S. President,12/6/19,12/10/19,,False,,False,False,12/16/19 13:09,,https://www.changeresearch.com/post/change-research-kqed-california-poll-december,primary,DEM,Williamson,13350.0,Marianne Williamson,1.0,2019-12-06
697,California,36.116203000000006,-119.681564,116200.0,63367.0,2020.0,1363.0,"University of California, Berkeley",300,LA Times,"University of California, Berkeley",457.0,"University of California, Berkeley",B/C,2895.0,lv,lv-d,Online,U.S. President,1/15/20,1/21/20,,False,,False,False,1/28/20 06:21,,https://escholarship.org/uc/item/1h8738br,primary,DEM,Warren,13258.0,Elizabeth Warren,19.6,2020-01-15
698,California,36.116203000000006,-119.681564,114006.0,62980.0,2020.0,460.0,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,558.0,lv,lv-d,Online,U.S. President,11/20/19,11/22/19,,False,,False,False,11/26/19 21:22,,http://www.surveyusa.com/client/PollReport.aspx?g=bdcd277b-f00f-48eb-a393-bf59bb2a0fab,primary,DEM,Patrick,13315.0,Deval Patrick,0.0,2019-11-20
699,California,36.116203000000006,-119.681564,116200.0,63367.0,2020.0,1363.0,"University of California, Berkeley",300,LA Times,"University of California, Berkeley",457.0,"University of California, Berkeley",B/C,2895.0,lv,lv-d,Online,U.S. President,1/15/20,1/21/20,,False,,False,False,1/28/20 06:21,,https://escholarship.org/uc/item/1h8738br,primary,DEM,Buttigieg,13345.0,Pete Buttigieg,7.2,2020-01-15
700,California,36.116203000000006,-119.681564,100324.0,58836.0,2020.0,460.0,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,528.0,lv,lv-d,Online,U.S. President,8/1/19,8/5/19,,False,,False,False,8/7/19 19:28,,http://www.surveyusa.com/client/PollReport.aspx?g=949b0f46-a4a4-4480-b675-711e9d6fd657,primary,DEM,Gabbard,13343.0,Tulsi Gabbard,1.0,2019-08-01
701,California,36.116203000000006,-119.681564,100324.0,58836.0,2020.0,460.0,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,528.0,lv,lv-d,Online,U.S. President,8/1/19,8/5/19,,False,,False,False,8/7/19 19:28,,http://www.surveyusa.com/client/PollReport.aspx?g=949b0f46-a4a4-4480-b675-711e9d6fd657,primary,DEM,Yang,13329.0,Andrew Yang,1.0,2019-08-01
702,California,36.116203000000006,-119.681564,100324.0,58836.0,2020.0,460.0,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,528.0,lv,lv-d,Online,U.S. President,8/1/19,8/5/19,,False,,False,False,8/7/19 19:28,,http://www.surveyusa.com/client/PollReport.aspx?g=949b0f46-a4a4-4480-b675-711e9d6fd657,primary,DEM,Buttigieg,13345.0,Pete Buttigieg,6.0,2019-08-01
703,California,36.116203000000006,-119.681564,100324.0,58836.0,2020.0,460.0,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,528.0,lv,lv-d,Online,U.S. President,8/1/19,8/5/19,,False,,False,False,8/7/19 19:28,,http://www.surveyusa.com/client/PollReport.aspx?g=949b0f46-a4a4-4480-b675-711e9d6fd657,primary,DEM,Harris,13288.0,Kamala D. Harris,17.0,2019-08-01
704,California,36.116203000000006,-119.681564,100324.0,58836.0,2020.0,460.0,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325.0,SurveyUSA,A,528.0,lv,lv-d,Online,U.S. President,8/1/19,8/5/19,,False,,False,False,8/7/19 19:28,,http://www.surveyusa.com/client/PollReport.aspx?g=949b0f46-a4a4-4480-b675-711e9d6fd657,primary,DEM,Sanders,13257.0,Bernard Sanders,18.0,2019-08-01
705,California,36.116203000000006,-119.681564,119475.0,64673.0,2020.0,1522.0,Swayable,,,Swayable,543.0,Swayable,,3388.0,lv,lv-d,Online,U.S. President,3/1/20,3/2/20,,False,,False,False,3/3/20 06:18,,https://swayable.com/insights/democratic-primaries-2020-super-tuesday-polling,primary,DEM,Klobuchar,13310.0,Amy Klobuchar,3.3,2020-03-01
706,California,36.116203000000006,-119.681564,119475.0,64673.0,2020.0,1522.0,Swayable,,,Swayable,543.0,Swayable,,3388.0,lv,lv-d,Online,U.S. President,3/1/20,3/2/20,,False,,False,False,3/3/20 06:18,,https://swayable.com/insights/democratic-primaries-2020-super-tuesday-polling,primary,DEM,Steyer,13327.0,Tom Steyer,4.0,2020-03-01
707,California,36.116203000000006,-119.681564,93145.0,57519.0,2020.0,1365.0,Change Research,,,Change Research,48.0,Change Research,C,948.0,lv,lv-d,Online,U.S. President,2/9/19,2/11/19,,False,,False,False,2/14/19 09:32,,https://docsend.com/view/mjz7a9j,primary,DEM,O'Rourke,13276.0,Beto O'Rourke,8.0,2019-02-09
708,California,36.116203000000006,-119.681564,93145.0,57519.0,2020.0,1365.0,Change Research,,,Change Research,48.0,Change Research,C,948.0,lv,lv-d,Online,U.S. President,2/9/19,2/11/19,,False,,False,False,2/14/19 09:32,,https://docsend.com/view/mjz7a9j,primary,DEM,Sanders,13257.0,Bernard Sanders,20.0,2019-02-09
709,California,36.116203000000006,-119.681564,93145.0,57519.0,2020.0,1365.0,Change Research,,,Change Research,48.0,Change Research,C,948.0,lv,lv-d,Online,U.S. President,2/9/19,2/11/19,,False,,False,False,2/14/19 09:32,,https://docsend.com/view/mjz7a9j,primary,DEM,Harris,13288.0,Kamala D. Harris,26.0,2019-02-09
710,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Sanders,13257.0,Bernard Sanders,34.6,2020-02-26
711,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Bloomberg,13289.0,Michael Bloomberg,16.0,2020-02-26
712,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Biden,13256.0,Joseph R. Biden Jr.,14.0,2020-02-26
713,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Warren,13258.0,Elizabeth Warren,12.0,2020-02-26
714,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Buttigieg,13345.0,Pete Buttigieg,6.6,2020-02-26
715,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Klobuchar,13310.0,Amy Klobuchar,4.6,2020-02-26
716,California,36.116203000000006,-119.681564,119348.0,64644.0,2020.0,458.0,Suffolk University,135,USA Today,Suffolk University,323.0,Suffolk University,A-,500.0,lv,lv-d,Live Phone,U.S. President,2/26/20,2/29/20,,False,,False,False,3/1/20 16:45,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/3-1-2020_final_ca_marginals.pdf,primary,DEM,Steyer,13327.0,Tom Steyer,3.4,2020-02-26
